Path 1:
  0.4520, -4.6735, 0.8190, 0.4520, -4.6735, 0.8190
  1.6442, 0.7181, 0.7958, 0.4520, -4.6735, 0.8190
  -0.6163, 4.4885, 0.2340, 0.4520, -4.6735, 0.8190
  3.1621, -7.0364, 1.1704, 3.1621, -7.0364, 1.1704
  2.5013, -5.7891, 0.7729, 3.1621, -7.0364, 1.1704
  -6.9736, 3.0796, 0.0400, 3.1621, -7.0364, 1.1704
  3.7631, 7.3950, 1.4133, 3.7631, 7.3950, 1.4133
  7.2973, 2.3038, 0.1195, 3.7631, 7.3950, 1.4133
  -1.0262, 6.2708, 0.3971, 3.7631, 7.3950, 1.4133
  3.5529, 5.8621, 0.8791, 3.7631, 7.3950, 1.4133
  1.2357, -4.1937, 2.2741, 1.2357, -4.1937, 2.2741
  -1.9560, -5.1263, 0.0113, 1.2357, -4.1937, 2.2741
  -3.6233, 4.7687, 0.0107, 1.2357, -4.1937, 2.2741
  0.2781, -5.8869, 0.1428, 1.2357, -4.1937, 2.2741
  -7.7371, 6.8725, 2.7681, -7.7371, 6.8725, 2.7681
  1.8860, -7.7882, 0.2892, -7.7371, 6.8725, 2.7681
  -2.6697, -6.7024, 0.0424, -7.7371, 6.8725, 2.7681
  -7.1140, -3.1744, 0.2599, -7.7371, 6.8725, 2.7681
  -0.6423, -7.2862, 0.0031, -7.7371, 6.8725, 2.7681
  0.7009, -0.6894, 0.4680, -7.7371, 6.8725, 2.7681
  7.2300, 1.2120, 0.0332, -7.7371, 6.8725, 2.7681
  -6.4062, 7.1248, 2.0589, -7.7371, 6.8725, 2.7681
  -1.4551, -5.3927, 0.0090, -7.7371, 6.8725, 2.7681
  6.7995, -7.2639, 1.9077, -7.7371, 6.8725, 2.7681
  -2.0113, 3.9806, 0.0841, -7.7371, 6.8725, 2.7681
  -5.5623, -1.3202, 0.0122, -7.7371, 6.8725, 2.7681
  0.3995, 4.0095, 0.3919, -7.7371, 6.8725, 2.7681
  -7.5162, 3.3654, 0.0845, -7.7371, 6.8725, 2.7681
  1.6063, 1.4198, 0.8709, -7.7371, 6.8725, 2.7681
  7.6893, 5.9486, 3.8000, 7.6893, 5.9486, 3.8000
  -0.9558, -6.7762, 0.0036, 7.6893, 5.9486, 3.8000

Path 2:
  5.4150, -4.8063, 0.5484, 5.4150, -4.8063, 0.5484
  -1.2215, 2.3343, 0.4194, 5.4150, -4.8063, 0.5484
  -6.1076, 2.2387, 0.0017, 5.4150, -4.8063, 0.5484
  2.6683, 2.7302, 0.3790, 5.4150, -4.8063, 0.5484
  -4.8547, -2.1004, 0.0261, 5.4150, -4.8063, 0.5484
  1.0656, -3.7538, 2.0073, 1.0656, -3.7538, 2.0073
  -4.0199, 1.2185, 0.0158, 1.0656, -3.7538, 2.0073
  -1.2183, 1.7023, 0.4871, 1.0656, -3.7538, 2.0073
  4.8991, 3.2622, 0.1788, 1.0656, -3.7538, 2.0073
  7.6083, 5.6929, 3.5166, 7.6083, 5.6929, 3.5166
  6.9474, 1.8235, 0.0536, 7.6083, 5.6929, 3.5166
  -7.6051, -6.9240, 1.3491, 7.6083, 5.6929, 3.5166
  -5.0298, 7.2447, 0.3019, 7.6083, 5.6929, 3.5166
